,title_id,title,start_year,genres,category,averagerating,numvotes,primary_name,known_for_titles,number_of_movies
0,tt1210047,Snatched! Curse of the Pink Panties 2,2010,"Comedy,Crime,Mystery",actor,5.9,56,Danilo Mancinelli,"['tt1210047', 'tt1401566', 'tt3597072', 'tt0976035']",4
1,tt1226831,Spark Riders,2010,Sci-Fi,actress,7.2,13,Meggan Anderson,"['tt0112056', 'tt4515698', 'tt0787407', 'tt1226831']",4
2,tt1233328,My Girlfriend's Back,2010,Comedy,actor,2.5,167,Duncan Bravo,"['tt0069658', 'tt2357129', 'tt1046173', 'tt0460649']",4
3,tt1247406,The Mountain Thief,2010,Drama,actor,7.0,17,Joseph Arcenio,['tt1247406'],1
4,tt1247693,Sister Mary,2011,"Comedy,Musical",actor,4.3,87,Ant,"['tt0201290', 'tt1247693', 'tt0112206', 'tt0235137']",4
5,tt1248300,Rollers,2010,Action,actor,5.0,15,Joseph Dixon,"['tt1225901', 'tt4052886', 'tt3147640', 'tt0092325']",4
6,tt1260563,Bridge of Names,2012,Drama,actor,5.2,5,Ezekiel Baskin,"['tt1260563', 'tt5712928']",2
7,tt1277144,References,2010,"Comedy,Romance",actor,6.0,32,Michael Jason Allen,"['tt0764947', 'tt0181151', 'tt0431197', 'tt7846794']",4
8,tt3593760,The Coldest Kiss,2014,"Drama,Romance,Thriller",actor,6.9,18,Michael Jason Allen,"['tt0764947', 'tt0181151', 'tt0431197', 'tt7846794']",4
9,tt4401904,Stealing Sunrise,2015,"Drama,Mystery,Thriller",actor,6.9,15,Michael Jason Allen,"['tt0764947', 'tt0181151', 'tt0431197', 'tt7846794']",4
10,tt4902138,Stealing Sunrise 2: Malibu Trail,2017,"Action,Drama",actor,8.2,13,Michael Jason Allen,"['tt0764947', 'tt0181151', 'tt0431197', 'tt7846794']",4
11,tt1280013,Trail of Blood,2011,"Horror,Thriller",actor,4.3,202,Robert Picardo,"['tt0093260', 'tt0094433', 'tt0117731', 'tt0112178']",4
12,tt3980310,Occupants,2015,"Horror,Sci-Fi,Thriller",actor,5.2,486,Robert Picardo,"['tt0093260', 'tt0094433', 'tt0117731', 'tt0112178']",4
13,tt2862538,Restoration of Paradise,2014,"Biography,Documentary,History",actor,8.6,12,Robert Picardo,"['tt0093260', 'tt0094433', 'tt0117731', 'tt0112178']",4
14,tt1288406,Life at the Resort,2011,Comedy,actor,5.4,56,Marc Singer,"['tt0101412', 'tt0086823', 'tt0083630', 'tt0085106']",4
15,tt1288472,Left for Dead,2010,"Comedy,Horror",actor,5.9,21,Coty Mabe,['tt1288472'],1
16,tt1296373,The FP,2011,Comedy,actor,5.6,1541,Jason Trost,"['tt5428666', 'tt1836212', 'tt1296373', 'tt3466248']",4
17,tt5428666,Beats of Rage,2018,"Action,Comedy",actor,8.3,44,Jason Trost,"['tt5428666', 'tt1836212', 'tt1296373', 'tt3466248']",4
18,tt3466248,How to Save Us,2014,"Drama,Fantasy,Horror",actor,5.3,821,Jason Trost,"['tt5428666', 'tt1836212', 'tt1296373', 'tt3466248']",4
19,tt1297282,The Lady and the Taxi Driver,2011,"Comedy,Drama",actor,4.6,8,Barnaby De La Cruz,"['tt5873724', 'tt3198008', 'tt0452046', 'tt2275895']",4
20,tt1321874,Zombies Unleashed,2010,Horror,actor,2.5,13,Afraizh Rowland Hamilton,"['tt1322972', 'tt1560975', 'tt1758678', 'tt2282873']",4
21,tt1322384,SubHysteria,2010,"Drama,Thriller",actor,6.9,81,Lavrenti Lopes,"['tt1756474', 'tt1322384', 'tt1798701', 'tt2296691']",4
22,tt1741605,Afghan Hound,2010,"Drama,War",actor,8.6,21,Lavrenti Lopes,"['tt1756474', 'tt1322384', 'tt1798701', 'tt2296691']",4
23,tt1327176,Claustrophobia,2011,Thriller,actor,6.2,48,Christopher Curry,"['tt0418689', 'tt0087015', 'tt0164003', 'tt3263904']",4
24,tt1346308,The Rescuers: Heroes of the Holocaust,2011,Documentary,actor,7.0,24,Leo Goldberger,['tt1346308'],1
25,tt1390840,It's All Been Arranged,2010,"Comedy,Drama",actor,7.6,798,Manu Narayan,"['tt2891174', 'tt2245029', 'tt0938283', 'tt0811138']",4
26,tt1404632,F*** Marry Kill,2010,Drama,actor,6.9,65,Rey Valentin,"['tt1439741', 'tt1404632', 'tt1839578', 'tt0995832']",4
27,tt1422800,Beneath the Dark,2010,"Mystery,Thriller",actor,5.1,1767,Josh Stewart,"['tt1345836', 'tt0816692', 'tt0844479', 'tt1748227']",4
28,tt7155576,Back Fork,2019,Drama,actor,6.2,159,Josh Stewart,"['tt1345836', 'tt0816692', 'tt0844479', 'tt1748227']",4
29,tt1425930,Money to Burn,2010,"Action,Comedy",actor,5.8,13,David Carradine,"['tt0378194', 'tt0072856', 'tt0490086', 'tt0074235']",4
30,tt1561479,Eyes in the Dark,2010,"Horror,Sci-Fi,Thriller",actor,4.4,362,Jason Robison,"['tt2241589', 'tt6063312', 'tt1561479', 'tt1669827']",4
31,tt1568807,Catch of a Lifetime,2012,Romance,actor,7.2,6,Matthew Ashford,"['tt5302174', 'tt0114508', 'tt0058796', 'tt1688612']",4
32,tt2418988,Winning Favor,2012,Family,actor,4.7,35,Matthew Ashford,"['tt5302174', 'tt0114508', 'tt0058796', 'tt1688612']",4
33,tt1569931,Changing the Game,2012,"Action,Crime,Drama",actor,5.7,475,Jakobi Alvin,['tt1569931'],1
34,tt1587139,Jens Pulver: Driven,2011,Documentary,actor,6.9,142,Connor Flynn,"['tt1087539', 'tt4168280', 'tt1298643', 'tt2278605']",4
35,tt1587436,Verlaine,2013,"Action,Drama,Thriller",actor,4.5,239,Robert Seay,"['tt2070677', 'tt1587436', 'tt0780567', 'tt0383028']",4
36,tt1602563,Night of the Loup Garou,2010,Horror,actor,6.6,7,Ace Atkins,"['tt1125926', 'tt1602563', 'tt0113500', 'tt8629748']",4
37,tt1606189,Cherry Bomb,2011,Action,actor,3.4,624,Nick Manning,"['tt0407898', 'tt1121931', 'tt1706477', 'tt0448589']",4
38,tt1609797,Ripped Memories,2010,"Drama,Thriller",actor,6.9,18,Jesse Kozel,"['tt1023111', 'tt2982542', 'tt2006719', 'tt1728973']",4
39,tt1609946,Table at Luigi's,2010,"Comedy,Fantasy,Romance",actor,7.4,19,Frank Romeo,"['tt1609946', 'tt1945053', 'tt1442437', 'tt0472261']",4
40,tt1620748,"Geeks and Goblins, Elves and Elliot",2010,"Comedy,Family,Fantasy",actor,6.1,9,Jonathon Canada,['tt1620748'],1
41,tt1623788,Queens of Country,2012,Comedy,actor,5.4,116,Ron Livingston,"['tt0117802', 'tt1457767', 'tt0268126', 'tt0151804']",4
42,tt1633341,Dark Crossing,2010,"Action,Drama",actor,6.8,20,James Bardo,['tt1633341'],1
43,tt1640408,Blood Island,2010,"Action,Horror",actor,5.8,6,Bryan Stewart,"['tt2017109', 'tt1517260', 'tt1796960', 'tt1723121']",4
44,tt1651334,The Next Big Thing,2010,Horror,actor,5.1,9,Leon Blum,"['tt1651334', 'tt0460878', 'tt2570056']",3
45,tt1663932,Pendulum Swings,2011,Drama,actor,7.2,37,Adam Melton,"['tt1018817', 'tt1517082', 'tt1071821', 'tt1663932']",4
46,tt1790686,Engagement,2012,"Mystery,Thriller",actor,4.9,43,Andrew Perez,"['tt3243474', 'tt5111874', 'tt7086918']",3
47,tt3243474,Bastards y Diablos,2015,"Adventure,Drama",actor,8.4,75,Andrew Perez,"['tt3243474', 'tt5111874', 'tt7086918']",3
48,tt1800757,The Sinner,2012,"Action,Adventure,Drama",actor,7.5,24,David Christopher,"['tt1916763', 'tt8592680', 'tt1781775', 'tt1800757']",4
49,tt1813747,Whaling City,2011,Drama,actor,8.3,6,P.J. Sosko,"['tt1547234', 'tt1839578', 'tt0802999', 'tt1319735']",4
50,tt1815776,Kill Me Now,2012,"Comedy,Horror",actor,5.8,176,Michael Swaim,"['tt4153054', 'tt1815776', 'tt1995532', 'tt3950680']",4
51,tt1820450,Godless,2010,"Documentary,Drama",actor,7.8,14,Joe Grisaffi,"['tt1884338', 'tt2909196', 'tt2260324', 'tt0151309']",4
52,tt1821636,The Big Idea,2010,Comedy,actor,6.0,7,John Orr,"['tt3453566', 'tt7285002', 'tt8177638', 'tt7827546']",4
53,tt1822325,The Black Belle,2010,"Comedy,Music",actor,5.8,47,Mark Boone Junior,"['tt0209144', 'tt0372784', 'tt0389722', 'tt0322259']",4
54,tt1579242,Missing Pieces,2012,Drama,actor,7.0,129,Mark Boone Junior,"['tt0209144', 'tt0372784', 'tt0389722', 'tt0322259']",4
55,tt1079964,Happiness Runs,2010,Drama,actor,5.0,576,Mark Boone Junior,"['tt0209144', 'tt0372784', 'tt0389722', 'tt0322259']",4
56,tt3396208,12 Round Gun,2017,"Drama,Sport",actor,4.8,166,Mark Boone Junior,"['tt0209144', 'tt0372784', 'tt0389722', 'tt0322259']",4
57,tt3983996,Living Room Coffin,2018,"Comedy,Drama",actor,5.8,10,Mark Boone Junior,"['tt0209144', 'tt0372784', 'tt0389722', 'tt0322259']",4
58,tt1828227,Inside Joke,2010,Comedy,actor,7.0,6,Marcus McDougald,"['tt2415484', 'tt4041740', 'tt0496673', 'tt3912576']",4
59,tt1834889,The Instant Messenger Mission,2011,"Adventure,Fantasy,Sci-Fi",actor,8.1,12,Tasciotti,"['tt1673399', 'tt3452594', 'tt8147030', 'tt0487165']",4
60,tt1839447,"Desire, Hostility, Delusion",2011,"Crime,Drama",actor,7.0,9,Latoya Jarrett,['tt1839447'],1
61,tt1842327,Blaming George Romero,2011,Comedy,actor,7.4,11,Samuel Platizky,"['tt2034092', 'tt1842327', 'tt4647862', 'tt3663200']",4
62,tt1851073,The Protector,2010,Action,actor,8.1,29,Thom Keller,"['tt2372305', 'tt2128572', 'tt4408198', 'tt3590304']",4
63,tt3826854,Inside Room 234,2014,Drama,actor,8.8,9,Thom Keller,"['tt2372305', 'tt2128572', 'tt4408198', 'tt3590304']",4
64,tt3590304,Cold Empty Hearts,2014,Drama,actor,9.1,10,Thom Keller,"['tt2372305', 'tt2128572', 'tt4408198', 'tt3590304']",4
65,tt1852153,Trasharella Ultra Vixen,2011,Adventure,actor,7.1,17,Smokey Miles,"['tt0458415', 'tt1198194', 'tt0462485', 'tt1233217']",4
66,tt1854545,Jerseyboy Hero,2011,Documentary,actress,8.3,18,Shannon Colette,['tt1854545'],1
67,tt1864526,Moving Day,2012,Comedy,actor,5.4,376,Will Sasso,"['tt0405336', 'tt0157503', 'tt0116483', 'tt0383010']",4
68,tt1067107,For Christ's Sake,2010,Comedy,actor,5.6,53,Will Sasso,"['tt0405336', 'tt0157503', 'tt0116483', 'tt0383010']",4
69,tt1869504,Jillian's Travels,2012,Family,actor,7.0,10,Garrett Ryan,"['tt2226417', 'tt3195644', 'tt1529572', 'tt2388715']",4
70,tt1874459,Death Rattle LSD,2011,Horror,actor,5.0,12,Lawrence Bucher,"['tt3557696', 'tt1443355', 'tt8223828', 'tt7143634']",4
71,tt1881085,The Perfect Man,2011,"Drama,Romance",actor,6.2,25,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
72,tt1496040,We Are Family,2017,"Comedy,Drama",actor,2.6,30,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
73,tt2303112,Act Like You Love Me,2013,"Comedy,Romance",actor,5.6,283,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
74,tt2140189,Note to Self,2012,"Comedy,Drama,Romance",actor,6.3,357,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
75,tt1734578,"Lord, All Men Can't Be Dogs",2011,Comedy,actor,6.2,57,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
76,tt2388886,Winnerz,2013,"Biography,Crime,Drama",actor,6.1,9,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
77,tt4168932,No More Mr Nice Guy,2018,"Action,Thriller",actor,5.7,16,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
78,tt3729914,The Preacher's Son,2017,"Drama,Mystery,Romance",actor,5.8,224,Christian Keyes,"['tt5336934', 'tt4168932', 'tt0460681', 'tt2193041']",4
79,tt1883399,Mr. Zhai,2011,"Comedy,Romance",actor,3.0,22,Eric Li,['tt1883399'],1
80,tt1900924,Margarine Wars,2012,"Comedy,Drama,Romance",actor,6.2,53,Robert Loggia,"['tt0094737', 'tt0116922', 'tt0116629', 'tt0086250']",4
81,tt1507566,Fake,2011,"Crime,Mystery,Thriller",actor,5.3,165,Robert Loggia,"['tt0094737', 'tt0116922', 'tt0116629', 'tt0086250']",4
82,tt1703147,The Great Fight,2011,"Action,Drama",actor,4.3,95,Robert Loggia,"['tt0094737', 'tt0116922', 'tt0116629', 'tt0086250']",4
83,tt2622294,Bleeding Hearts,2015,Horror,actor,3.4,123,Robert Loggia,"['tt0094737', 'tt0116922', 'tt0116629', 'tt0086250']",4
84,tt1906384,Affluenza,2014,Drama,actor,4.8,664,Ben Rosenfield,"['tt3799372', 'tt3715320', 'tt2937898', 'tt0979432']",4
85,tt1913193,Utopians,2011,,actor,6.1,23,Jim Fletcher,"['tt5176266', 'tt6443448', 'tt1445202', 'tt5139394']",4
86,tt1918763,Dave O'Shea's Day Job,2012,"Horror,Mystery,Thriller",actor,7.5,63,Dave O'Shea,"['tt1918763', 'tt4635558', 'tt6397562', 'tt6840484']",4
87,tt1929361,Rodney Cecil: Psycho Hero,2011,"Action,Comedy,Horror",actor,5.7,9,Christopher Houldsworth,"['tt1800367', 'tt1885312', 'tt3793746', 'tt1297942']",4
88,tt1929405,The Key,2011,Mystery,actor,8.0,10,Ari Rufino,"['tt6461736', 'tt1300854', 'tt7529770', 'tt1399045']",4
89,tt1941515,Element {.245} Zombie,2011,"Action,Horror",actor,4.7,18,Tim Shott,"['tt1941515', 'tt1958067']",2
90,tt1949190,Houseless,2013,"Documentary,Drama",actor,7.4,13,Ted Williams,"['tt3198282', 'tt4529362', 'tt1949190', 'tt3859618']",4
91,tt1954348,CouchSurfing,2011,"Biography,Documentary",actor,9.3,7,Daniel Gould,"['tt1954348', 'tt1819644']",2
92,tt1961538,The Artifact,2011,Horror,actor,5.6,25,Justin Grantham,['tt1961538'],1
93,tt1965239,Ties That Bind,2011,Drama,actor,7.2,73,Kofi Adjorlolo,"['tt1869369', 'tt4218012', 'tt8857350', 'tt9012782']",4
94,tt1971397,Favor,2013,Thriller,actor,6.3,795,Blayne Weaver,"['tt0865561', 'tt4034390', 'tt1971397', 'tt0252684']",4
95,tt0865561,The Six Month Rule,2011,Comedy,actor,4.9,595,Blayne Weaver,"['tt0865561', 'tt4034390', 'tt1971397', 'tt0252684']",4
96,tt4034390,Cut to the Chase,2016,"Action,Crime,Thriller",actor,4.9,271,Blayne Weaver,"['tt0865561', 'tt4034390', 'tt1971397', 'tt0252684']",4
97,tt4624798,Where We're Meant to Be,2016,Drama,actor,8.7,38,Blayne Weaver,"['tt0865561', 'tt4034390', 'tt1971397', 'tt0252684']",4
98,tt1980225,Remembering Erik Lowhouse,2019,"Comedy,Drama",actor,9.2,5,Neal Anderson,"['tt2342283', 'tt1951170', 'tt1980225']",3
99,tt1985017,Atlas Shrugged II: The Strike,2012,"Drama,Mystery,Sci-Fi",actor,5.4,6375,Jason Beghe,"['tt0103074', 'tt1458175', 'tt0119173', 'tt0479968']",4
100,tt1986148,The Clear,2011,Drama,actor,8.2,13,Timothy J. Anders,"['tt1893365', 'tt1986148', 'tt1839601', 'tt2231379']",4
101,tt1990199,Dance Dance Revolution: The Warrior's Path,2011,"Comedy,Sport",actor,8.0,6,Cody Gough,"['tt1990199', 'tt2752358', 'tt3213088', 'tt2508468']",4
102,tt1996342,Nothing Without You,2012,"Action,Crime,Drama",actor,7.0,50,Keith McGill,"['tt1996342', 'tt4011008', 'tt1160369', 'tt5833658']",4
103,tt1998402,The Undershepherd,2012,Drama,actor,6.3,259,Isaiah Washington,"['tt0120780', 'tt0242445', 'tt0413573', 'tt0329717']",4
104,tt3605262,The Sin Seer,2015,"Drama,Thriller",actor,3.6,235,Isaiah Washington,"['tt0120780', 'tt0242445', 'tt0413573', 'tt0329717']",4
105,tt2012011,Scenic Route,2013,"Drama,Thriller",actor,6.5,9780,Josh Duhamel,"['tt0418279', 'tt3371366', 'tt1185416', 'tt1702439']",4
106,tt2262518,Spaceman,2016,"Comedy,Drama",actor,5.4,466,Josh Duhamel,"['tt0418279', 'tt3371366', 'tt1185416', 'tt1702439']",4
107,tt1925431,Fire with Fire,2012,"Action,Crime,Drama",actor,5.6,23655,Josh Duhamel,"['tt0418279', 'tt3371366', 'tt1185416', 'tt1702439']",4
108,tt2088950,The Show,2017,"Drama,Game-Show,Thriller",actor,5.6,3462,Josh Duhamel,"['tt0418279', 'tt3371366', 'tt1185416', 'tt1702439']",4
109,tt7070818,The Buddy Games,2019,Comedy,actor,7.8,6,Josh Duhamel,"['tt0418279', 'tt3371366', 'tt1185416', 'tt1702439']",4
110,tt3691706,Wings: Sky Force Heroes,2014,"Adventure,Animation,Comedy",actor,4.0,156,Josh Duhamel,"['tt0418279', 'tt3371366', 'tt1185416', 'tt1702439']",4
111,tt2015336,Christmas Snow Angels,2011,Family,actor,8.5,6,Michael Zambelli,"['tt4544334', 'tt3569136', 'tt2404299', 'tt0364314']",4
112,tt2022482,Nothing for Christmas,2011,"Drama,Family",actor,7.0,24,Andy Cleary,"['tt2022482', 'tt3122508']",2
113,tt2025511,"Bumblefuck, USA",2011,Drama,actor,4.5,265,Ryan Gourley,"['tt1130087', 'tt1524114', 'tt2025511', 'tt1671743']",4
114,tt2034636,Camp Dead,2011,Horror,actor,6.0,5,James Antion,['tt2034636'],1
115,tt2049499,Married and Counting,2013,"Documentary,Romance",actor,7.4,14,Stephen Mosher,"['tt2049499', 'tt2460474', 'tt0294140', 'tt6572694']",4
116,tt2049541,Sutro's: The Palace at Lands End,2011,Documentary,actor,7.2,8,Wayne Hess,"['tt1662628', 'tt3455092', 'tt1946274', 'tt4452718']",4
117,tt2069948,The Insomniac,2013,"Crime,Drama,Mystery",actor,5.3,165,Eddy Salazar,"['tt1808547', 'tt0491161', 'tt1901030', 'tt2069948']",4
118,tt2077707,Bedlam Street,2011,Drama,actor,7.4,9,John Bratkowski,"['tt5926854', 'tt4191778', 'tt1097017', 'tt3865880']",4
119,tt2082162,869,2012,Horror,actress,5.2,24,Gabrielle Stone,"['tt2503358', 'tt2908090', 'tt5723732', 'tt1954854']",4
120,tt2091258,Caveat,2011,Thriller,actress,6.8,60,Lindsay Goranson,"['tt2091258', 'tt7933282', 'tt2093928', 'tt1225856']",4
121,tt2093214,Rabbit Stories,2013,"Comedy,Drama",actor,8.8,9,Mauricio Alexander,"['tt1880168', 'tt2741602', 'tt0765429', 'tt3762272']",4
122,tt2105022,The Studio Club,2014,Drama,actor,8.0,9,Mark Rolston,"['tt0120812', 'tt0111161', 'tt0407887', 'tt0090605']",4
123,tt2111466,The Unbroken,2012,Thriller,actor,5.3,537,Daniel Baldwin,"['tt0368479', 'tt1830617', 'tt1600194', 'tt0758751']",4
124,tt5258074,Nebulus,2019,"Action,Sci-Fi,Thriller",actor,5.1,602,Daniel Baldwin,"['tt0368479', 'tt1830617', 'tt1600194', 'tt0758751']",4
125,tt2113666,Folklore,2012,"Comedy,Sci-Fi",actress,6.7,36,Laura Waddell,"['tt2842418', 'tt3908142', 'tt2140373', 'tt3791072']",4
126,tt2116849,Bite Nite,2011,Horror,actor,6.3,10,Mohammed J. Ali,"['tt6823368', 'tt3322314', 'tt0443272', 'tt4846232']",4
127,tt2120144,Steve Chong Finds Out That Suicide Is a Bad Idea,2013,Comedy,actor,7.7,43,Stanley Wong,"['tt2294449', 'tt1232829', 'tt1495901', 'tt2120144']",4
128,tt2124782,Elvis Found Alive,2012,Comedy,actor,5.6,77,Jon Burrows,['tt2124782'],1
129,tt2124845,Luna Mesa,2011,"Drama,Mystery",actor,6.6,16,Alex Caldiero,"['tt0115889', 'tt6838988', 'tt0110843', 'tt2124845']",4
130,tt2130065,In Search of the American Dream,2012,"Drama,Family",actor,6.4,17,Baldemar Rodriguez,"['tt1329360', 'tt1347115', 'tt2130065', 'tt5702596']",4
131,tt2131535,Hollywood Babble-On Live 5/22/2011,2011,Comedy,actor,7.0,33,Kevin Daniel,['tt2131535'],1
132,tt2133243,Indigo Children,2012,Drama,actor,6.9,51,Robert Olsen,"['tt3732950', 'tt5843670', 'tt3553604']",3
133,tt2137184,One Hour to Die: You Have All Been Poisoned,2011,"Horror,Thriller",actor,4.4,35,Robert Knowles,['tt2137184'],1
134,tt2147700,Saturnalia,2013,"Drama,Thriller",actor,8.3,44,Renato Biribin,"['tt2147700', 'tt1526336', 'tt1696943', 'tt1482387']",4
135,tt2156635,A Haunting at Giger State University,2011,Horror,actor,4.0,5,Wes Linnenbank,"['tt6392180', 'tt1850447', 'tt1803217', 'tt3913160']",4
136,tt2170635,The Last Mark,2012,Drama,actor,5.9,18,William Morgan Sheppard,"['tt0095088', 'tt0482571', 'tt0418279', 'tt0102975']",4
137,tt2175987,Then Again,2013,Drama,actor,5.7,221,John Michael Herndon,"['tt1253863', 'tt2175987', 'tt0452046', 'tt8526872']",4
138,tt2184207,"Inara, the Jungle Girl",2012,Adventure,actress,2.2,704,Madison Kitten,['tt2184207'],1
139,tt2184274,To Survive,2014,"Action,Adventure,Drama",actor,4.6,68,Burt Culver,"['tt2184274', 'tt0452046', 'tt3584496', 'tt3946300']",4
140,tt2186712,Long Nights Short Mornings,2016,"Drama,Romance",actor,5.4,794,Shiloh Fernandez,"['tt0896534', 'tt1869716', 'tt1486185', 'tt1288558']",4
141,tt1312254,Skateland,2010,Drama,actor,5.8,2062,Shiloh Fernandez,"['tt0896534', 'tt1869716', 'tt1486185', 'tt1288558']",4
142,tt2197094,Vertical,2013,Drama,actor,8.1,35,Marshall Bell,"['tt0100802', 'tt0120201', 'tt0379725', 'tt0092005']",4
143,tt1776193,Footsteps,2010,Thriller,actor,8.1,15,Marshall Bell,"['tt0100802', 'tt0120201', 'tt0379725', 'tt0092005']",4
144,tt2657528,39,2016,Drama,actor,4.0,10,Marshall Bell,"['tt0100802', 'tt0120201', 'tt0379725', 'tt0092005']",4
145,tt2199259,Aliens from Outer Space,2011,Documentary,actor,6.8,5,Bill Knell,"['tt8301318', 'tt2199691', 'tt2199259', 'tt1863431']",4
146,tt2205429,Beautiful Brit Baker,2012,Crime,actor,6.7,6,Roy Michael Halvorsen,"['tt5335942', 'tt2205429']",2
147,tt2208772,The Emigrant,2012,"Drama,Musical",actor,8.6,9,Ariela Bat-Sheva,"['tt2208772', 'tt3136422']",2
148,tt2224379,November Lies,2013,"Drama,Thriller",actor,7.6,7,Kennedy Moronta,"['tt5315822', 'tt3479010', 'tt4422528', 'tt7685482']",4
149,tt2231578,Rebels with a Cause,2013,"Documentary,History",actress,6.8,21,Frances McDormand,"['tt0181875', 'tt5027774', 'tt1748122', 'tt0116282']",4
150,tt2233961,Coming of Age,2011,Drama,actor,7.3,66,Karl Merkatz,"['tt0082087', 'tt2233961', 'tt0115721', 'tt0330073']",4
151,tt2234309,Nil,2012,"Drama,Family",actor,5.8,5,Wasanthi Bandaranayake,['tt2234309'],1
152,tt0372538,Spy: The Movie,2011,"Action,Crime,Drama",actor,6.6,78,Vincent Pastore,"['tt0365686', 'tt0141842', 'tt0106519', 'tt0307453']",4
153,tt1663696,Torture Chamber,2013,Horror,actor,3.1,459,Vincent Pastore,"['tt0365686', 'tt0141842', 'tt0106519', 'tt0307453']",4
154,tt0924266,Pizza with Bullets,2010,Comedy,actor,8.3,36,Vincent Pastore,"['tt0365686', 'tt0141842', 'tt0106519', 'tt0307453']",4
155,tt1460646,Red Herring,2015,"Crime,Drama,Mystery",actor,3.2,239,Vincent Pastore,"['tt0365686', 'tt0141842', 'tt0106519', 'tt0307453']",4
156,tt0884325,Drain Baby,2011,Horror,actor,7.0,46,Hunter Knight,"['tt0884325', 'tt1496805', 'tt2133278', 'tt1853537']",4
157,tt0995867,The Unforgiven,2011,Drama,actor,5.1,7,Tony Devon,"['tt6238084', 'tt1856010', 'tt0309905', 'tt0120303']",4
158,tt1320098,The Jersey Devil,2011,"Horror,Sport,Thriller",actor,5.4,18,Tony Devon,"['tt6238084', 'tt1856010', 'tt0309905', 'tt0120303']",4
159,tt10068158,Made in Abyss: Journey's Dawn,2019,"Adventure,Animation,Fantasy",actor,6.8,22,Taishi Murata,"['tt2144560', 'tt2250192', 'tt2122656', 'tt2591814']",4
160,tt1019442,Jeffie Was Here,2010,"Adventure,Comedy",actor,8.3,36,Ken Marino,"['tt2771372', 'tt1325113', 'tt1655460', 'tt0811106']",4
161,tt1078597,The Spotlight,2010,"Action,Horror,Thriller",actor,3.4,510,Danny Vasquez,"['tt4209256', 'tt0478970', 'tt2402207', 'tt1078597']",4
162,tt1162126,The Street Stops Here,2010,Documentary,actor,7.8,147,Harry Lennix,"['tt2975590', 'tt0234215', 'tt0350258', 'tt0770828']",4
163,tt2011032,H4,2015,"Drama,History",actor,6.9,12,Harry Lennix,"['tt2975590', 'tt0234215', 'tt0350258', 'tt0770828']",4
164,tt6589442,Rehabilitation of the Hill,2018,"Comedy,Drama,Romance",actor,8.5,6,Harry Lennix,"['tt2975590', 'tt0234215', 'tt0350258', 'tt0770828']",4
165,tt1205558,Hick,2011,"Comedy,Drama",actor,5.7,18032,Rory Culkin,"['tt0286106', 'tt0203230', 'tt1262416', 'tt0377091']",4
166,tt1218505,First Generation,2011,Documentary,actor,7.2,12,Blair Underwood,"['tt0113501', 'tt0160797', 'tt0119177', 'tt0120647']",4
167,tt2355880,Mr. SOUL!,2018,Documentary,actor,7.8,32,Blair Underwood,"['tt0113501', 'tt0160797', 'tt0119177', 'tt0120647']",4
168,tt1996346,Woman Thou Art Loosed: On the 7th Day,2012,Drama,actor,5.0,571,Blair Underwood,"['tt0113501', 'tt0160797', 'tt0119177', 'tt0120647']",4
169,tt1227789,Rites of Spring,2011,"Horror,Thriller",actor,4.5,1956,AJ Bowen,"['tt2383068', 'tt0780607', 'tt1853739', 'tt1617620']",4
170,tt3607814,Tom Holland's Twisted Tales,2014,Horror,actor,4.2,318,AJ Bowen,"['tt2383068', 'tt0780607', 'tt1853739', 'tt1617620']",4
171,tt1229404,Dead Stop,2011,Horror,actor,5.9,66,Jon Briddell,"['tt2140663', 'tt8323104', 'tt6483832', 'tt8416494']",4
172,tt6744988,Street Survivors: The True Story of the Lynyrd Skynyrd Plane Crash,2017,Biography,actor,6.3,13,Jon Briddell,"['tt2140663', 'tt8323104', 'tt6483832', 'tt8416494']",4
173,tt1235154,Monsterpiece Theatre Volume 1,2011,"Comedy,Horror",actor,5.7,25,Kane Hodder,"['tt0114369', 'tt0287978', 'tt0422401', 'tt0340855']",4
174,tt1772850,Exit 33,2011,Horror,actor,3.4,211,Kane Hodder,"['tt0114369', 'tt0287978', 'tt0422401', 'tt0340855']",4
175,tt2306342,The Haunting of Alice D,2014,"Horror,Thriller",actor,3.5,385,Kane Hodder,"['tt0114369', 'tt0287978', 'tt0422401', 'tt0340855']",4
176,tt3040224,Smothered,2016,"Comedy,Horror",actor,4.1,243,Kane Hodder,"['tt0114369', 'tt0287978', 'tt0422401', 'tt0340855']",4
177,tt2403415,Love in the Time of Monsters,2014,"Comedy,Horror",actor,5.5,183,Kane Hodder,"['tt0114369', 'tt0287978', 'tt0422401', 'tt0340855']",4
178,tt3480446,Almost Mercy,2015,Horror,actor,6.0,913,Kane Hodder,"['tt0114369', 'tt0287978', 'tt0422401', 'tt0340855']",4
