,title,studio,domestic_gross,foreign_gross,year,original_language,popularity,release_date,vote_average,vote_count,production_budget,total_gross,total_profit,roi_percentage
1030,Office Christmas Party,Par.,54800000.0,59700000.0,2016,en,10.729000000000001,2016-12-09,5.6,1191,45000000,114500000.0,69500000.0,100.0
1031,10 Cloverfield Lane,Par.,72100000.0,38100000.0,2016,en,17.892,2016-03-11,6.9,4629,5000000,110200000.0,105200000.0,2100.0
1032,The 5th Wave,Sony,34900000.0,75000000.0,2016,en,12.967,2016-01-15,5.8,3657,38000000,109900000.0,71900000.0,100.0
1033,Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000.0,2016,en,17.662,2016-05-20,5.7,2829,35000000,108100000.0,73100000.0,200.0
1034,The Little Prince,EOne,1300000.0,96200000.0,2016,en,8.512,2016-08-05,7.6,1493,77500000,97500000.0,20000000.0,0.0
1035,Dirty Grandpa,LGF,35600000.0,58500000.0,2016,en,11.432,2016-01-22,5.8,2667,11500000,94100000.0,82600000.0,700.0
1036,Money Monster,TriS,41000000.0,52300000.0,2016,en,11.134,2016-05-13,6.4,1859,27000000,93300000.0,66300000.0,200.0
1037,My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000.0,2016,en,6.7139999999999995,2016-03-25,5.8,593,18000000,88900000.0,70900000.0,300.0
1038,Collateral Beauty,WB (NL),31000000.0,57500000.0,2016,en,12.857000000000001,2016-12-16,7.2,3270,36000000,88500000.0,52500000.0,100.0
1040,War Dogs,WB,43000000.0,43200000.0,2016,en,10.654000000000002,2016-08-19,6.8,2387,50000000,86200000.0,36200000.0,0.0
1041,Nerve,LGF,38600000.0,46700000.0,2016,en,0.6,2011-12-07,10.0,1,20000000,85300000.0,65300000.0,300.0
1044,Ouija: Origin of Evil,Uni.,35100000.0,46600000.0,2016,en,11.823,2016-10-21,6.0,1416,9000000,81700000.0,72700000.0,800.0
1046,Manchester by the Sea,RAtt.,47700000.0,31300000.0,2016,en,16.637999999999998,2016-11-18,7.5,3176,8500000,79000000.0,70500000.0,800.0
1048,The Boss,Uni.,63300000.0,15600000.0,2016,en,11.442,2016-04-08,5.8,822,29000000,78900000.0,49900000.0,100.0
1049,Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000.0,2016,en,11.675999999999998,2016-07-08,6.0,1552,33000000,77100000.0,44100000.0,100.0
1050,Miracles from Heaven,TriS,61700000.0,12200000.0,2016,en,10.078,2016-03-18,7.1,478,13000000,73900000.0,60900000.0,400.0
1051,Kubo and the Two Strings,Focus,48000000.0,21900000.0,2016,en,13.847000000000001,2016-08-19,7.7,2029,55000000,69900000.0,14900000.0,0.0
1052,13 Hours: The Secret Soldiers of Benghazi,Par.,52900000.0,16600000.0,2016,en,21.486,2016-01-15,7.0,1573,50000000,69500000.0,19500000.0,0.0
1053,Fences,Par.,57700000.0,6700000.0,2016,en,12.753,2016-12-16,6.8,1465,24000000,64400000.0,40400000.0,100.0
1055,"Hail, Caesar!",Uni.,30500000.0,33100000.0,2016,en,12.312000000000001,2016-02-05,5.9,2328,22000000,63600000.0,41600000.0,100.0
1056,The Nice Guys,WB,36300000.0,26500000.0,2016,en,13.743,2016-05-20,7.1,4272,50000000,62800000.0,12800000.0,0.0
1057,Zoolander 2,Par.,28800000.0,27900000.0,2016,en,12.997,2016-02-12,4.7,1374,50000000,56700000.0,6700000.0,0.0
1058,Barbershop: The Next Cut,WB (NL),54000000.0,1000000.0,2016,en,12.845999999999998,2016-04-15,6.0,248,20000000,55000000.0,35000000.0,100.0
1059,The Finest Hours,BV,27600000.0,24500000.0,2016,en,12.673,2016-01-29,6.4,943,70000000,52100000.0,-17900000.0,-100.0
1060,Patriots Day,LGF,31900000.0,18700000.0,2016,en,15.435,2016-12-21,6.9,1337,40000000,50600000.0,10600000.0,0.0
1062,Florence Foster Jenkins,Par.,27400000.0,21500000.0,2016,en,8.453,2016-08-12,6.7,849,29000000,48900000.0,19900000.0,0.0
1063,A Monster Calls,Focus,3700000.0,43600000.0,2016,en,11.128,2016-12-23,7.1,1918,43000000,47300000.0,4300000.0,0.0
1065,Eddie the Eagle,Fox,15800000.0,30400000.0,2016,en,11.482999999999999,2016-02-26,7.2,1190,23000000,46200000.0,23200000.0,100.0
1066,Risen,Sony,36900000.0,9200000.0,2016,en,10.089,2016-02-18,5.8,433,20000000,46100000.0,26100000.0,100.0
1067,Blair Witch,LGF,20800000.0,24400000.0,2016,en,9.772,2016-09-16,5.0,1094,10000000,45200000.0,35200000.0,300.0
1069,Almost Christmas,Uni.,42200000.0,422000.0,2016,en,6.532,2016-11-11,5.6,245,17000000,42622000.0,25622000.0,100.0
1070,The Witch,A24,25100000.0,15300000.0,2016,en,13.493,2016-02-19,6.6,2931,3500000,40400000.0,36900000.0,1000.0
1072,Hell or High Water,LGF,27000000.0,10900000.0,2016,en,15.749,2016-08-12,7.3,2468,12000000,37900000.0,25900000.0,200.0
1073,The Forest,Focus,26600000.0,11000000.0,2016,en,1.125,2011-04-14,2.5,1,10000000,37600000.0,27600000.0,200.0
1076,Snowden,ORF,21600000.0,15700000.0,2016,en,13.703,2016-09-16,7.1,2427,50000000,37300000.0,-12700000.0,-100.0
1077,When the Bough Breaks,SGem,29700000.0,911000.0,2016,en,8.062000000000001,2016-09-09,5.3,150,10000000,30611000.0,20611000.0,200.0
1078,Nocturnal Animals,Focus,10700000.0,19600000.0,2016,en,16.19,2016-11-18,7.4,4192,22500000,30300000.0,7800000.0,0.0
1080,The Light Between Oceans,BV,12500000.0,13400000.0,2016,en,29.886999999999997,2016-09-02,7.1,831,20000000,25900000.0,5900000.0,0.0
1081,Free State of Jones,STX,20800000.0,4200000.0,2016,en,8.574,2016-06-24,6.6,787,50000000,25000000.0,-25000000.0,-100.0
1082,Middle School: The Worst Years of My Life,LGF,20000000.0,3300000.0,2016,en,8.479,2016-10-07,7.0,190,8500000,23300000.0,14800000.0,100.0
1083,Triple 9,ORF,12600000.0,10500000.0,2016,en,13.334000000000001,2016-02-26,5.8,1258,20000000,23100000.0,3100000.0,0.0
1085,Fifty Shades of Black,ORF,11700000.0,10500000.0,2016,en,8.783999999999999,2016-01-29,4.4,677,5000000,22200000.0,17200000.0,300.0
1087,The Edge of Seventeen,STX,14400000.0,4400000.0,2016,en,11.546,2016-11-18,7.2,2224,9000000,18800000.0,9800000.0,100.0
1090,Regression,W/Dim.,55000.0,17600000.0,2016,en,10.713,2016-02-05,5.5,1065,20000000,17655000.0,-2345000.0,-100.0
1092,Hardcore Henry,STX,9300000.0,7600000.0,2016,en,10.459000000000001,2016-04-06,6.2,1294,2000000,16900000.0,14900000.0,700.0
1093,Pride and Prejudice and Zombies,SGem,10900000.0,5500000.0,2016,en,9.086,2016-02-05,5.7,1195,28000000,16400000.0,-11600000.0,-100.0
1095,The Other Side of the Door,Fox,3000000.0,11300000.0,2016,en,9.078,2016-03-11,5.3,470,5000000,14300000.0,9300000.0,100.0
1097,Shut In,EC,6900000.0,6200000.0,2016,en,10.535,2016-11-11,5.2,374,10000000,13100000.0,3100000.0,0.0
1098,Loving,Focus,7800000.0,5200000.0,2016,en,8.506,2016-11-04,6.7,529,9000000,13000000.0,4000000.0,0.0
1100,The Man Who Knew Infinity,IFC,3900000.0,8400000.0,2016,en,8.76,2016-04-29,7.2,699,10000000,12300000.0,2300000.0,0.0
1102,The Perfect Match,LGF,9700000.0,745000.0,2016,en,6.875,2016-03-11,5.5,78,5000000,10445000.0,5445000.0,100.0
1103,Queen of Katwe,BV,8900000.0,1500000.0,2016,en,7.564,2016-09-23,7.1,225,15000000,10400000.0,-4600000.0,-100.0
1104,Miss Sloane,EC,3500000.0,5600000.0,2016,en,12.215,2016-11-25,7.4,912,18000000,9100000.0,-8900000.0,-100.0
1106,Morgan,Fox,3900000.0,4900000.0,2016,en,1.111,2012-01-07,6.7,12,8000000,8800000.0,800000.0,0.0
1109,Incarnate,BH Tilt,4800000.0,1500000.0,2016,en,7.1370000000000005,2016-12-02,5.2,314,5000000,6300000.0,1300000.0,0.0
1110,Max Steel,ORF,3800000.0,2500000.0,2016,en,8.88,2016-10-14,5.2,383,10000000,6300000.0,-3700000.0,-100.0
1112,Midnight Special,WB,3700000.0,2500000.0,2016,en,8.652999999999999,2016-03-18,6.3,1105,18000000,6200000.0,-11800000.0,-100.0
1113,Genius,RAtt.,1400000.0,4300000.0,2016,en,9.417,2016-06-10,6.5,391,17000000,5700000.0,-11300000.0,-100.0
1129,American Honey,A24,663000.0,1200000.0,2016,en,8.777999999999999,2016-09-30,6.7,417,3500000,1863000.0,-1637000.0,-100.0
1138,The Fate of the Furious,Uni.,226000000.0,1010.0,2017,en,28.668000000000003,2017-04-14,6.9,6335,250000000,226001010.0,-23998990.0,-100.0
1139,Despicable Me 3,Uni.,264600000.0,770200000.0,2017,en,16.407,2017-06-30,6.3,4106,75000000,1034800000.0,959800000.0,1200.0
1140,Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000.0,2017,en,20.395,2017-12-20,6.7,7213,90000000,962100000.0,872100000.0,900.0
1142,Spider-Man: Homecoming,Sony,334200000.0,546000000.0,2017,en,46.775,2017-07-07,7.4,11585,175000000,880200000.0,705200000.0,400.0
1143,Thor: Ragnarok,BV,315100000.0,538900000.0,2017,en,43.45,2017-11-03,7.5,11380,180000000,854000000.0,674000000.0,300.0
1145,Wonder Woman,WB,412600000.0,409300000.0,2017,en,2.841,2013-09-29,5.9,34,150000000,821900000.0,671900000.0,400.0
1147,Coco,BV,209700000.0,597400000.0,2017,en,25.961,2017-11-22,8.2,8669,175000000,807100000.0,632100000.0,300.0
1149,Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000.0,2017,en,28.101,2017-05-26,6.6,6931,230000000,794900000.0,564900000.0,200.0
1150,It,WB (NL),327500000.0,372900000.0,2017,en,13.966,2017-09-08,7.2,10931,35000000,700400000.0,665400000.0,1900.0
1152,Justice League,WB,229000000.0,428900000.0,2017,en,34.953,2017-11-17,6.2,7510,300000000,657900000.0,357900000.0,100.0
1154,Transformers: The Last Knight,Par.,130199999.0,475300000.0,2017,en,24.258000000000003,2017-06-21,6.0,3255,217000000,605499999.0,388499999.0,100.0
1155,Kong: Skull Island,WB,168100000.0,398600000.0,2017,en,29.388,2017-03-10,6.3,6054,185000000,566700000.0,381700000.0,200.0
1156,The Boss Baby,Fox,175000000.0,353000000.0,2017,en,7.445,2017-03-31,6.4,4314,125000000,528000000.0,403000000.0,300.0
1157,Dunkirk,WB,188000000.0,337200000.0,2017,en,24.358,2017-07-19,7.4,9156,150000000,525200000.0,375200000.0,200.0
1158,War for the Planet of the Apes,Fox,146900000.0,343800000.0,2017,en,23.445,2017-07-14,7.0,5235,152000000,490700000.0,338700000.0,200.0
1159,The Greatest Showman,Fox,174300000.0,260700000.0,2017,en,22.009,2017-12-20,8.0,5197,84000000,435000000.0,351000000.0,400.0
1161,Kingsman: The Golden Circle,Fox,100200000.0,310700000.0,2017,en,24.337,2017-09-22,7.0,5531,104000000,410900000.0,306900000.0,200.0
1162,Cars 3,BV,152900000.0,231000000.0,2017,en,18.427,2017-06-16,6.7,2596,175000000,383900000.0,208900000.0,100.0
1163,Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017,en,12.083,2017-02-10,6.1,4489,55000000,381600000.0,326600000.0,500.0
1164,The Great Wall,Uni.,45500000.0,289400000.0,2017,en,19.144000000000002,2017-02-17,5.8,2775,150000000,334900000.0,184900000.0,100.0
1165,Resident Evil: The Final Chapter,SGem,26800000.0,285400000.0,2017,en,0.8440000000000001,2017-01-27,5.9,1859,40000000,312200000.0,272200000.0,600.0
1166,Annabelle: Creation,WB (NL),102100000.0,204400000.0,2017,en,21.245,2017-08-11,6.5,3141,15000000,306500000.0,291500000.0,1900.0
1167,Wonder,LGF,132400000.0,173500000.0,2017,en,20.101,2017-11-17,8.2,3959,20000000,305900000.0,285900000.0,1400.0
1169,Ferdinand,Fox,84400000.0,211700000.0,2017,en,19.479,2017-12-15,7.1,1425,111000000,296100000.0,185100000.0,100.0
1171,Split,Uni.,138300000.0,140200000.0,2017,en,0.9059999999999999,2012-05-24,5.3,2,5000000,278500000.0,273500000.0,5400.0
1175,Blade Runner 2049,WB,92100000.0,167200000.0,2017,en,48.571000000000005,2017-10-06,7.4,6679,185000000,259300000.0,74300000.0,0.0
1177,Get Out,Uni.,176000000.0,79400000.0,2017,en,0.8340000000000001,2010-02-01,5.5,8,5000000,255400000.0,250400000.0,5000.0
1179,Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000.0,2017,te,10.405999999999999,2017-04-27,7.0,252,30000000,254200000.0,224200000.0,700.0
1180,Alien: Covenant,Fox,74300000.0,166600000.0,2017,en,24.651,2017-05-19,5.9,4971,97000000,240900000.0,143900000.0,100.0
1181,Baby Driver,TriS,107800000.0,119100000.0,2017,en,22.895,2017-06-28,7.4,8034,34000000,226900000.0,192900000.0,500.0
1182,Valerian and the City of a Thousand Planets,STX,41200000.0,184700000.0,2017,en,24.003,2017-07-21,6.6,4149,180000000,225900000.0,45900000.0,0.0
1183,Geostorm,WB,33700000.0,187900000.0,2017,en,13.652999999999999,2017-10-20,5.8,2246,100000000,221600000.0,121600000.0,100.0
1185,The Emoji Movie,Sony,86100000.0,131699999.0,2017,en,14.88,2017-07-23,5.4,1447,50000000,217799999.0,167799999.0,300.0
1186,Smurfs: The Lost Village,Sony,45000000.0,152200000.0,2017,en,15.663,2017-04-07,6.2,736,60000000,197200000.0,137200000.0,200.0
1187,The Shape of Water,FoxS,63900000.0,131400000.0,2017,en,22.025,2017-12-01,7.2,7224,19500000,195300000.0,175800000.0,900.0
1189,Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017,en,14.89,2017-12-22,6.5,1884,45000000,185400000.0,140400000.0,300.0
1191,The Post,Fox,81900000.0,97900000.0,2017,en,15.550999999999998,2017-12-22,7.0,2506,50000000,179800000.0,129800000.0,200.0
1193,Baywatch,Par.,58100000.0,119800000.0,2017,en,14.429,2017-05-26,6.1,4748,60000000,177900000.0,117900000.0,100.0
1194,"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000.0,2017,en,17.808,2017-11-10,8.2,5432,12000000,159200000.0,147200000.0,1200.0
1196,Darkest Hour,Focus,56500000.0,94400000.0,2017,en,15.331,2017-11-22,7.3,2715,30000000,150900000.0,120900000.0,400.0
1198,King Arthur: Legend of the Sword,WB,39200000.0,109500000.0,2017,en,21.793000000000003,2017-05-12,6.5,3305,175000000,148700000.0,-26300000.0,-100.0
1199,The Foreigner,STX,34400000.0,111000000.0,2017,en,14.616,2017-10-13,6.7,1086,35000000,145400000.0,110400000.0,300.0
1201,Girls Trip,Uni.,115200000.0,25400000.0,2017,en,8.589,2017-07-21,6.8,968,28000000,140600000.0,112600000.0,400.0
1202,American Made,Uni.,51300000.0,83500000.0,2017,en,16.748,2017-09-29,6.7,2188,50000000,134800000.0,84800000.0,100.0
1204,A Bad Moms Christmas,STX,72100000.0,58400000.0,2017,en,16.604,2017-11-01,6.3,1044,28000000,130500000.0,102500000.0,300.0
1206,Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000.0,2017,en,18.31,2017-06-02,6.0,587,38000000,125500000.0,87500000.0,200.0
1207,Happy Death Day,Uni.,55700000.0,69800000.0,2017,en,21.23,2017-10-13,6.6,3211,5000000,125500000.0,120500000.0,2400.0
1208,The Dark Tower,Sony,50700000.0,62500000.0,2017,en,15.517000000000001,2017-08-04,5.6,2842,60000000,113200000.0,53200000.0,0.0
1209,Jigsaw,LGF,38100000.0,64900000.0,2017,en,17.398,2017-10-27,6.1,1887,10000000,103000000.0,93000000.0,900.0
1210,Atomic Blonde,Focus,51700000.0,48300000.0,2017,en,21.662,2017-07-28,6.3,3645,30000000,100000000.0,70000000.0,200.0
1211,Rings,Par.,27800000.0,55300000.0,2017,en,13.53,2017-02-03,4.9,1785,25000000,83100000.0,58100000.0,200.0
1212,Underworld: Blood Wars,SGem,30400000.0,50700000.0,2017,en,18.976,2017-01-06,5.5,2318,35000000,81100000.0,46100000.0,100.0
1213,Lady Bird,A24,49000000.0,30000000.0,2017,en,15.974,2017-11-03,7.3,3866,10000000,79000000.0,69000000.0,600.0
1215,American Assassin,LGF,36200000.0,31000000.0,2017,en,15.434000000000001,2017-09-15,6.3,1596,63000000,67200000.0,4200000.0,0.0
1216,The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000.0,2017,en,8.975,2017-08-11,5.7,227,40000000,65200000.0,25200000.0,0.0
1217,Monster Trucks,Par.,33400000.0,31100000.0,2017,en,8.827,2017-01-13,5.9,414,125000000,64500000.0,-60500000.0,-100.0
1218,The Star,Sony,40900000.0,22000000.0,2017,en,14.53,2017-11-17,5.4,233,20000000,62900000.0,42900000.0,200.0
1219,"Everything, Everything",WB,34100000.0,27500000.0,2017,en,13.998,2017-05-19,7.2,2447,10000000,61600000.0,51600000.0,500.0
1220,Snatched,Fox,45900000.0,15000000.0,2017,en,0.725,2011-01-01,3.5,2,42000000,60900000.0,18900000.0,0.0
1222,The Big Sick,LGF,42900000.0,13500000.0,2017,en,12.322000000000001,2017-06-23,7.4,1302,5000000,56400000.0,51400000.0,1000.0
1223,Downsizing,Par.,24400000.0,30600000.0,2017,en,10.682,2017-12-22,5.1,1887,68000000,55000000.0,-13000000.0,-100.0
1225,"I, Tonya",Neon,30000000.0,23900000.0,2017,en,15.407,2017-12-08,7.5,2904,11000000,53900000.0,42900000.0,300.0
1227,Logan Lucky,BST,27800000.0,20700000.0,2017,en,15.743,2017-08-18,6.7,1627,29000000,48500000.0,19500000.0,0.0
1228,Rough Night,Sony,22100000.0,25200000.0,2017,en,14.338,2017-06-16,5.6,1096,20000000,47300000.0,27300000.0,100.0
1230,mother!,Par.,17800000.0,26700000.0,2017,en,15.227,2017-09-15,7.0,3458,30000000,44500000.0,14500000.0,0.0
1231,The Snowman,Uni.,6700000.0,36400000.0,2017,en,14.581,2017-10-20,5.1,1225,35000000,43100000.0,8100000.0,0.0
1232,Gifted,FoxS,24800000.0,18200000.0,2017,en,16.745,2017-04-12,7.9,2035,7000000,43000000.0,36000000.0,500.0
1233,Fist Fight,WB (NL),32200000.0,8900000.0,2017,en,9.808,2017-02-17,6.0,708,25000000,41100000.0,16100000.0,0.0
1234,Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017,en,10.839,2017-05-19,5.6,193,22000000,40100000.0,18100000.0,0.0
1235,The House,WB (NL),25600000.0,8600000.0,2017,en,9.62,2017-06-30,5.7,474,40000000,34200000.0,-5800000.0,-100.0
1236,The Disaster Artist,A24,21100000.0,8700000.0,2017,en,13.27,2017-12-01,7.2,1895,10000000,29800000.0,19800000.0,100.0
1239,The Bye Bye Man,STX,22400000.0,4300000.0,2017,en,9.847000000000001,2017-01-13,5.1,678,7400000,26700000.0,19300000.0,200.0
1240,Father Figures,WB,17500000.0,8100000.0,2017,en,12.45,2017-12-22,5.8,277,25000000,25600000.0,600000.0,0.0
1242,The Founder,Wein.,12800000.0,11300000.0,2017,en,12.349,2017-01-20,7.0,2093,15000000,24100000.0,9100000.0,0.0
1244,The Lost City of Z,BST,8600000.0,10700000.0,2017,en,11.048,2017-04-21,6.2,1397,30000000,19300000.0,-10700000.0,-100.0
1246,The Space Between Us,STX,7900000.0,6900000.0,2017,en,14.437000000000001,2017-02-03,7.1,1455,30000000,14800000.0,-15200000.0,-100.0
1248,"Roman J. Israel, Esq.",Sony,12000000.0,1100000.0,2017,en,12.687999999999999,2017-11-17,6.2,499,22000000,13100000.0,-8900000.0,-100.0
1255,Stronger,RAtt.,4200000.0,4200000.0,2017,en,7.836,2017-09-22,7.0,782,30000000,8400000.0,-21600000.0,-100.0
1256,Tulip Fever,Wein.,2500000.0,5900000.0,2017,en,9.89,2017-08-25,6.4,307,25000000,8400000.0,-16600000.0,-100.0
1257,Just Getting Started,BG,6100000.0,1600000.0,2017,en,8.459,2017-12-08,4.9,94,22000000,7700000.0,-14300000.0,-100.0
1259,All Saints,Affirm,5800000.0,140000.0,2017,en,4.042,2017-08-25,6.1,25,2000000,5940000.0,3940000.0,100.0
1261,Table 19,FoxS,3600000.0,1400000.0,2017,en,7.551,2017-03-03,6.0,604,5000000,5000000.0,0.0,0.0
1262,Collide,ORF,2300000.0,2500000.0,2017,en,9.035,2017-02-24,5.6,331,29200000,4800000.0,-24400000.0,-100.0
1263,The Wall,RAtt.,1800000.0,2700000.0,2017,de,5.577000000000001,2013-06-07,6.7,61,3000000,4500000.0,1500000.0,0.0
1273,Patti Cake$,FoxS,800000.0,682000.0,2017,en,6.934,2017-08-18,7.0,122,1000000,1482000.0,482000.0,0.0
1275,Avengers: Infinity War,BV,678800000.0,1369.5,2018,en,80.773,2018-04-27,8.3,13948,300000000,678801369.5,378801369.5,100.0
1276,Black Panther,BV,700100000.0,646900000.0,2018,en,2.0580000000000003,2011-01-18,5.1,11,200000000,1347000000.0,1147000000.0,500.0
1278,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000.0,2018,en,34.958,2018-06-22,6.5,5995,170000000,1309500000.0,1139500000.0,600.0
1279,Incredibles 2,BV,608600000.0,634200000.0,2018,en,36.286,2018-06-15,7.6,6354,200000000,1242800000.0,1042800000.0,500.0
1280,Aquaman,WB,335100000.0,812700000.0,2018,en,38.102,2018-12-21,6.8,6155,160000000,1147800000.0,987800000.0,600.0
1281,Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018,en,37.196999999999996,2018-11-02,8.1,7629,55000000,903600000.0,848600000.0,1500.0
1282,Deadpool 2,Fox,318500000.0,460500000.0,2018,en,38.894,2018-05-10,7.5,8773,110000000,779000000.0,669000000.0,600.0
1283,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018,en,48.508,2018-11-16,6.9,4870,200000000,653700000.0,453700000.0,200.0
1284,Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018,en,44.729,2018-07-06,7.0,6290,130000000,622600000.0,492600000.0,300.0
1285,Ready Player One,WB,137700000.0,445200000.0,2018,en,30.029,2018-03-29,7.6,7021,150000000,582900000.0,432900000.0,200.0
1286,The Meg,WB,145400000.0,384800000.0,2018,en,31.397,2018-08-10,5.9,2896,178000000,530200000.0,352200000.0,100.0
1287,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000.0,2018,en,26.815,2018-06-30,6.8,1673,65000000,528600000.0,463600000.0,700.0
1288,Bumblebee,Par.,127200000.0,340800000.0,2018,en,43.078,2018-12-21,6.5,2425,102000000,468000000.0,366000000.0,300.0
1289,Solo: A Star Wars Story,BV,213800000.0,179200000.0,2018,en,29.502,2018-05-25,6.6,3838,275000000,393000000.0,118000000.0,0.0
1290,Fifty Shades Freed,Uni.,100400000.0,271500000.0,2018,en,22.511999999999997,2018-02-09,6.1,3535,55000000,371900000.0,316900000.0,500.0
1291,Peter Rabbit,Sony,115300000.0,236000000.0,2018,en,15.974,2018-02-09,6.5,650,50000000,351300000.0,301300000.0,600.0
1292,Mary Poppins Returns,BV,172000000.0,177600000.0,2018,en,30.419,2018-12-19,6.6,1457,130000000,349600000.0,219600000.0,100.0
1293,A Quiet Place,Par.,188000000.0,152900000.0,2018,en,29.154,2018-04-06,7.3,5848,17000000,340900000.0,323900000.0,1900.0
1294,Green Book,Uni.,85100000.0,234700000.0,2018,en,36.284,2018-11-16,8.3,3499,23000000,319800000.0,296800000.0,1200.0
1295,Skyscraper,Uni.,68400000.0,236400000.0,2018,en,26.229,2018-07-13,6.1,2177,125000000,304800000.0,179800000.0,100.0
1296,Maze Runner: The Death Cure,Fox,58000000.0,230200000.0,2018,en,23.166,2018-01-26,7.0,3894,61000000,288200000.0,227200000.0,300.0
1297,Tomb Raider,WB,58300000.0,216400000.0,2018,en,24.968000000000004,2018-03-16,6.3,4310,90000000,274700000.0,184700000.0,200.0
1298,Crazy Rich Asians,WB,174500000.0,64000000.0,2018,en,17.969,2018-08-15,7.1,1496,30000000,238500000.0,208500000.0,600.0
1299,Smallfoot,WB,83200000.0,130900000.0,2018,en,26.230999999999998,2018-09-28,6.6,600,80000000,214100000.0,134100000.0,100.0
1300,Creed II,MGM,115700000.0,98300000.0,2018,en,26.906999999999996,2018-11-21,6.7,2236,50000000,214000000.0,164000000.0,300.0
1301,The Equalizer 2,Sony,102100000.0,88300000.0,2018,en,22.961,2018-07-20,6.4,2089,77000000,190400000.0,113400000.0,100.0
1302,The Nutcracker and the Four Realms,BV,54900000.0,119100000.0,2018,en,26.235,2018-11-02,6.0,909,132900000,174000000.0,41100000.0,0.0
1303,The Mule,WB,103800000.0,68700000.0,2018,en,6.1610000000000005,2014-03-10,6.4,77,50000000,172500000.0,122500000.0,200.0
1305,Insidious: The Last Key,Uni.,67700000.0,100100000.0,2018,en,16.017,2018-01-05,6.1,1306,10000000,167800000.0,157800000.0,1500.0
1306,Red Sparrow,Fox,46900000.0,104700000.0,2018,en,18.117,2018-03-02,6.5,3406,69000000,151600000.0,82600000.0,100.0
1307,The First Purge,Uni.,69500000.0,67500000.0,2018,en,28.44,2018-07-04,5.8,1846,13000000,137000000.0,124000000.0,900.0
1308,A Wrinkle in Time,BV,100500000.0,32200000.0,2018,en,12.529000000000002,2018-03-09,5.0,1073,103000000,132700000.0,29700000.0,0.0
1309,Instant Family,Par.,67400000.0,53200000.0,2018,en,22.634,2018-11-16,7.6,782,48000000,120600000.0,72600000.0,100.0
1310,The Commuter,LGF,36300000.0,83600000.0,2018,en,20.063,2018-01-12,6.2,2394,40000000,119900000.0,79900000.0,100.0
1311,Game Night,WB (NL),69200000.0,48500000.0,2018,en,19.459,2018-02-23,6.9,2756,37000000,117700000.0,80700000.0,200.0
1312,First Man,Uni.,44900000.0,60800000.0,2018,en,22.958000000000002,2018-10-12,7.1,2304,60000000,105700000.0,45700000.0,0.0
1313,Alpha,Studio 8,35900000.0,62300000.0,2018,el,0.84,2015-01-25,7.0,1,51000000,98200000.0,47200000.0,0.0
1315,A Simple Favor,LGF,53500000.0,44100000.0,2018,en,21.121,2018-09-14,6.6,1756,20000000,97600000.0,77600000.0,300.0
1316,The Favourite,FoxS,34400000.0,61600000.0,2018,en,28.651,2018-11-23,7.7,2096,15000000,96000000.0,81000000.0,500.0
1317,Truth or Dare,Uni.,41400000.0,53900000.0,2018,en,8.102,2012-08-06,5.6,194,3500000,95300000.0,91800000.0,2600.0
1322,I Feel Pretty,STX,48800000.0,45700000.0,2018,en,16.298,2018-04-20,6.4,1088,32000000,94500000.0,62500000.0,100.0
1323,Blockers,Uni.,60300000.0,33700000.0,2018,en,21.840999999999998,2018-04-06,6.1,969,21000000,94000000.0,73000000.0,300.0
1324,Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000.0,2018,en,20.238,2018-10-12,5.6,428,35000000,93300000.0,58300000.0,100.0
1325,BlacKkKlansman,Focus,49300000.0,44000000.0,2018,en,25.101,2018-07-30,7.6,3138,15000000,93300000.0,78300000.0,500.0
1326,Sherlock Gnomes,Par.,43200000.0,47100000.0,2018,en,12.987,2018-03-23,5.4,343,59000000,90300000.0,31300000.0,0.0
1327,Mortal Engines,Uni.,16000000.0,67700000.0,2018,en,40.095,2018-12-14,6.0,1751,100000000,83700000.0,-16300000.0,-100.0
1328,Den of Thieves,STX,44900000.0,35600000.0,2018,en,22.738000000000003,2018-01-19,6.6,1244,30000000,80500000.0,50500000.0,100.0
1329,Hereditary,A24,44100000.0,35300000.0,2018,en,26.185,2018-06-08,7.0,2491,10000000,79400000.0,69400000.0,600.0
1330,Tag,WB (NL),54700000.0,23400000.0,2018,en,1.4,2015-05-04,4.0,1,28000000,78100000.0,50100000.0,100.0
